# http://www.sananalytics.com/lab/twitter-sentiment/

"Topic","Sentiment","TweetId","TweetDate","TweetText"
"google","positive","126514474378203136","Wed Oct 19 04:26:15 +0000 2011","/want http://t.co/srbm3V0K #Google #Nexus #Samsung #Galaxy"
"google","positive","126513620686352384","Wed Oct 19 04:22:52 +0000 2011","Ice Cream Sandwich u r really delicious Can ditch iPhone for u that's for sure. #Google launches #Android4 aka #IceCreamSandwich :)"
"google","positive","126513526385819648","Wed Oct 19 04:22:29 +0000 2011","#google+ (: lovin it"
"google","positive","126513425043030016","Wed Oct 19 04:22:05 +0000 2011","""Samsung and Google have closely collaborated to push the mobile experience forward. We are pleased to ... http://t.co/ecT8fYIA #Google+"
"google","positive","126512728297844736","Wed Oct 19 04:19:19 +0000 2011","RT @RoycinD: FINALLY ! Power + Volume = Screenshot. No more rooting required! #Google #ICS #galaxynexus"
"google","positive","126512631937904640","Wed Oct 19 04:18:56 +0000 2011","I want the new #google #galaxynexus. Android 4.0 is going to be the fucks"
"google","positive","126512208451600384","Wed Oct 19 04:17:15 +0000 2011","#Google #Nexus press conference http://t.co/2WV01o5v #slick"
"google","positive","126511545160171520","Wed Oct 19 04:14:37 +0000 2011","S/O to #google for getting me through high school and college....you are appreciated"
"google","positive","126511426926944256","Wed Oct 19 04:14:09 +0000 2011","iScream u scream v all scream #android #IceCreamSandwich. A job well done by #google and a major game changer in the #mobile #OS space"
"google","positive","126511000907288576","Wed Oct 19 04:12:27 +0000 2011","@immad_immad #google, always thinking ahead"
"google","positive","126510977335300096","Wed Oct 19 04:12:22 +0000 2011","@VentureBeat I like the #google virtual bookcase thank you for sharing"
"google","positive","126510551789604864","Wed Oct 19 04:10:40 +0000 2011","#Google's #IceCreamSandwich was revealed. I'm getting an #Android whenever I get a new phone, but I'm keeping my #iPhone for now."
"google","positive","126509929619132417","Wed Oct 19 04:08:12 +0000 2011","#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is ""A Pleasure"" To Read http://t.co/DJsp2G5B #DhilipSiva"
"google","positive","126509528287166464","Wed Oct 19 04:06:36 +0000 2011","Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive."
"google","positive","126508393203642368","Wed Oct 19 04:02:06 +0000 2011","... I think I should work for #MelaleucaTheWellnessCompany ... Probably the best company to work for .. oh and #Google"
"google","positive","126507456019968000","Wed Oct 19 03:58:22 +0000 2011","i love #google"
"google","positive","126506850781888512","Wed Oct 19 03:55:58 +0000 2011","Can't wait for Ice Cream Sandwich. http://t.co/RtDzjq2U #android #google"
"google","positive","126506410195431424","Wed Oct 19 03:54:13 +0000 2011","i need a hookup, stop teasing me #google http://t.co/07YR58wL i want the new #nexus"
"google","positive","126506064387637249","Wed Oct 19 03:52:50 +0000 2011","well.....#google's #icecreamsandwich and new accompanying phone are, as usual, neat, but nothing ground-breaking"
"google","positive","126505384428052481","Wed Oct 19 03:50:08 +0000 2011","#Android #Google Device Frame Generator Updated For Galaxy Nexus - Your Screenshots Just Got Prettier http://t.co/9bWt2W6z #DhilipSiva"
"google","positive","126505187752943616","Wed Oct 19 03:49:21 +0000 2011","Mmm... #SmarterPhone RT @Android: Introducing Ice Cream Sandwich, the delicious new version of Android: http://t.co/AXl2K1Gs #ICS #google"
"google","positive","126505144878772224","Wed Oct 19 03:49:11 +0000 2011","So so excited for all of the new Android features! Awesomeness :) #Android #ICS #Google #GalaxyNexus"
"google","positive","126504782465732608","Wed Oct 19 03:47:45 +0000 2011","#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google"
"google","positive","126504452680187905","Wed Oct 19 03:46:26 +0000 2011","Check this video out -- Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/fiTI6ZIA 透過 @youtube #android #nexus #google"
"google","positive","126504346639802368","Wed Oct 19 03:46:01 +0000 2011","Cream on the inside, clean on the outside. Ice Cream phone job. #Google"
"google","positive","126504216004005888","Wed Oct 19 03:45:30 +0000 2011","#Google+  great for small businesses? I think so. The platform has some really beneficial features. Thoughts? http://t.co/FytcyEG2"
"google","positive","126504013939216384","Wed Oct 19 03:44:41 +0000 2011","RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #ed ..."
"google","positive","126503946092158976","Wed Oct 19 03:44:25 +0000 2011","brilliant WebGL Bookcase #google http://t.co/CR3A6k9U"
"google","positive","126503805369069568","Wed Oct 19 03:43:52 +0000 2011","#Google's like my wife - searches things for me and completes my sentences."
"google","positive","126503790412181504","Wed Oct 19 03:43:48 +0000 2011","#Android 4.0 Ice Cream: Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/vUWgyx3N #Google"
"google","positive","126503029548654593","Wed Oct 19 03:40:47 +0000 2011","http://t.co/Izh7KaiU #google #nexus #prime &lt;3 #android"
"google","positive","126502415322193920","Wed Oct 19 03:38:20 +0000 2011","Interesting bookcase..RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/urxJixCe by @MeghanKel"
"google","positive","126502014560649216","Wed Oct 19 03:36:45 +0000 2011","#google is my bff rite about now!"
"google","positive","126501732443361280","Wed Oct 19 03:35:37 +0000 2011","have to finish faster the only way is to google it!!!! #google :D"
"google","positive","126501468902658048","Wed Oct 19 03:34:35 +0000 2011","Good to see #Google finally turning their focus on user experience. http://t.co/AYhOKgo8 #IceCreamSandwich #Android"
"google","positive","126500614552289282","Wed Oct 19 03:31:11 +0000 2011","ICS looks awesome, please let me have it on my phone!  #android #google #motorola"
"google","positive","126499965869625345","Wed Oct 19 03:28:36 +0000 2011","Iphone 4s almost had me ... ALMOST !! Ice Cream Sandwich FTW !! http://t.co/p32Ehduq #android #google"
"google","positive","126499581520384001","Wed Oct 19 03:27:05 +0000 2011","RT @Sarahhhhh112: @_xmas_carroll Yeah I got #skype and #google+ and #twitter so who needs facebook?"
"google","positive","126499428965158912","Wed Oct 19 03:26:28 +0000 2011","There you go - according to http://t.co/4Y8aS4zz #Google+ is builtin to the OS/Nexus line? Smart move :)"
"google","positive","126499145014980608","Wed Oct 19 03:25:21 +0000 2011","Oh yes, and now - The Android Beam! Alright, I made the right decision to be on Team #Google, Team #Android!"
"google","positive","126499143282737152","Wed Oct 19 03:25:20 +0000 2011","I just add my profile on the #Google+ WebGL Globe project. Add yours ! http://t.co/UWeYalKb via @AddThis"
"google","positive","126498734409396224","Wed Oct 19 03:23:43 +0000 2011","Thanks Android for admitting you're ugly. New font is a good start! #ics #google"
"google","positive","126498608815149056","Wed Oct 19 03:23:13 +0000 2011","Ice Cream Sandwich's Face Unlock really works! http://t.co/2SjN2BzZ #icecreamsandwich #google #galaxynexus"
"google","positive","126498587499696128","Wed Oct 19 03:23:08 +0000 2011","I'm so ready for Ice Cream Sandwich! #ICS #Nexus #Google #Android #SiriWho? http://t.co/Cjonncvk @GetGlue #Android"
"google","positive","126497976314109952","Wed Oct 19 03:20:42 +0000 2011","Mmmm Ice Cream Sandwich #Android #Google"
"google","positive","126497860752646146","Wed Oct 19 03:20:14 +0000 2011","Just seen a taste of #Google's ice cream sandwich, now I want a bite"
"google","positive","126497655785402368","Wed Oct 19 03:19:26 +0000 2011","Probably the best #IceCreamSandwich (yet)! #Samsung and #Google's event live blog by @engadget! Why haven't I switched to #Android again?"
"google","positive","126496772586610688","Wed Oct 19 03:15:55 +0000 2011","RT @YashasJoshi: #android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wo ..."
"google","positive","126496739531304960","Wed Oct 19 03:15:47 +0000 2011","Instant photo sharing and the people app are what's best in Ice Cream Sandwich, IMO. #google #ics"
"google","positive","126496342901133313","Wed Oct 19 03:14:12 +0000 2011","The new android #Nexus phone makes the #iPhone look like a cheap toy at dollar store! #tcot #android #google #RealEstate @Burkepatch"
"google","positive","126496262668292096","Wed Oct 19 03:13:53 +0000 2011","Sweet Ice Cream Sandwich RT @Pocketlint Google Android 4.0 Ice Cream Sandwich officially detailed #google #ics http://t.co/iUY0DF5S"
"google","positive","126496155856142336","Wed Oct 19 03:13:28 +0000 2011","""@SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung""-I do!"
"google","positive","126496005809127424","Wed Oct 19 03:12:52 +0000 2011","Siri, which #Android device should I replace my #iPhone with? #Apple vs. #Google"
"google","positive","126495843116265475","Wed Oct 19 03:12:13 +0000 2011","The new Google Nexus page is live! - http://t.co/zrqoeWxI #nexus #google #android #icecreamsandwich"
"google","positive","126495812724338688","Wed Oct 19 03:12:06 +0000 2011","I'm most excited about Android beam & face detection unlock for Android ICS. #AndroidBeam #Google #IceCreamSandwich"
"google","positive","126495283176685569","Wed Oct 19 03:10:00 +0000 2011","Are you using #Google+ and #Linkedin yet? These are essential tools to get your company and/or you on the FIRST page of Google. Contact..."
"google","positive","126494976396898305","Wed Oct 19 03:08:47 +0000 2011","RT @SebasCoulombe: Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung"
"google","positive","126494883367235585","Wed Oct 19 03:08:25 +0000 2011","Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/qaMj3MeR #android #ICS #google #samsung"
"google","positive","126494838689513473","Wed Oct 19 03:08:14 +0000 2011","So glad #Google adopted a design philosophy for #Android 4.0 a.k.a It shows soooo much! This is the polish I've been waiting for!"
"google","positive","126494645281755136","Wed Oct 19 03:07:28 +0000 2011","Thoughts on Android 4.0 #ICS? Excited to play with the new features. #android #google"
"google","positive","126494573966016512","Wed Oct 19 03:07:11 +0000 2011","Register now for your Galaxy Nexus :) http://t.co/37WkIoXC #Android #Google"
"google","positive","126494442290020352","Wed Oct 19 03:06:39 +0000 2011","Wow! RT @dalmaer: WebGL infinite bookcase UI http://t.co/aijYsfHO #google"
"google","positive","126494344566943744","Wed Oct 19 03:06:16 +0000 2011","#Google + #Samsung = Perfect #Icecream sandwich #GalaxyNexus"
"google","positive","126494339248562176","Wed Oct 19 03:06:15 +0000 2011","Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung"
"google","positive","126494280318582784","Wed Oct 19 03:06:01 +0000 2011","Loved the Google release of Android OS 4.0 Ice Cream Sandwich! #Samsung #Android #Google #IceCreamSandwich #amazing!"
"google","positive","126494221879357440","Wed Oct 19 03:05:47 +0000 2011","Google ICS looks awesome, can't wait til it gets ported over to my evo, face unlock?! ... #android #google"
"google","positive","126494100252925954","Wed Oct 19 03:05:18 +0000 2011","#ICS is Sick, good work #google team"
"google","positive","126494070385283072","Wed Oct 19 03:05:11 +0000 2011","I gotta say, Google's got some pretty catchy advertisements for Android and Chrome. #google #android"
"google","positive","126493889761787904","Wed Oct 19 03:04:28 +0000 2011","@jessecablek I want it too. Now just wondering who will be carrying it in November. Or direct purchase from #google / #samsung"
"google","positive","126493850914131968","Wed Oct 19 03:04:18 +0000 2011","#Google's #Nexus really i wanna it now #Awesome"
"google","positive","126493722916560896","Wed Oct 19 03:03:48 +0000 2011","Well the event is now over, time to change my pants #Google #Android #Samsung #Jizz"
"google","positive","126493648757071873","Wed Oct 19 03:03:30 +0000 2011","I'm an iOs user but the #ICS is awesome, great job #google"
"google","positive","126493639605092352","Wed Oct 19 03:03:28 +0000 2011","Oh yeah I'm in I want one now #Google really did a great job #ICS"
"google","positive","126493624270725120","Wed Oct 19 03:03:24 +0000 2011","RT @ThatTechGuy92: LITERALLY HAD MY MIND BLOWN AWAY JUST NOW!!!!! #Google #Samsung"
"google","positive","126493538945994752","Wed Oct 19 03:03:04 +0000 2011","@BrandonMiniman @Jaime_Rivera I'm an iOs user but the #ICS is awesome, great job #google"
"google","positive","126493495933403136","Wed Oct 19 03:02:54 +0000 2011","#google + #motorola + #verizon = perfect combination! &lt;3"
"google","positive","126493472931844096","Wed Oct 19 03:02:48 +0000 2011","Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google"
"google","positive","126493405760069632","Wed Oct 19 03:02:32 +0000 2011","GO, GO, GO Ice Cream Sandwich developers! #Android SDK r14 is LIVE @ http://t.co/OeUrmtLX! #Google"
"google","positive","126493371790397440","Wed Oct 19 03:02:24 +0000 2011","#android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wowww..  #google"
"google","positive","126493365775777792","Wed Oct 19 03:02:23 +0000 2011","Galaxy Nexus = #Google #Android #Samsung - the dream team! :) http://t.co/R5juJSBr"
"google","positive","126493265661919232","Wed Oct 19 03:01:59 +0000 2011","yumyumyum...I want Ice Cream Sandwich... #google #android"
"google","positive","126493192110612480","Wed Oct 19 03:01:41 +0000 2011","Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/eZjCzLt6"
"google","positive","126493141271449600","Wed Oct 19 03:01:29 +0000 2011","RT @SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung"
"google","positive","126493101807239168","Wed Oct 19 03:01:20 +0000 2011","All this talk about about how good #icecreamsandwich looks is making me hungry #google #omnomnomnom"
"google","positive","126493037110099968","Wed Oct 19 03:01:04 +0000 2011","O. M. G. #Google is nuts with #ICS and this new phone!"
"google","positive","126493034014720000","Wed Oct 19 03:01:04 +0000 2011","iPhone users find the nearest trash for your device it's the correct place ! #Android #Apple #Google #iPhone"
"google","positive","126492983968268289","Wed Oct 19 03:00:52 +0000 2011","#Google / #Samsung #Galaxy #Nexus #ICS press release is now done, I'll go back to my regular tweeting intervals now :) I WANT IT!"
"google","positive","126492981460082688","Wed Oct 19 03:00:51 +0000 2011","Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung"
"google","positive","126492970793971712","Wed Oct 19 03:00:49 +0000 2011","Ready for some Ice Cream Sandwich! #google #android"
"google","positive","126492852615262208","Wed Oct 19 03:00:20 +0000 2011","Alright, well #Apple just got its ass kicked in the face by #Google so hard with its new Googles #Nexus phone. It will be brilliant."
"google","positive","126492838870515713","Wed Oct 19 03:00:17 +0000 2011","LITERALLY HAD MY MIND BLOWN AWAY JUST NOW!!!!! #Google #Samsung"
"google","positive","126492656124702721","Wed Oct 19 02:59:33 +0000 2011","What I think about #AndroidIceCreamSandwich ? Thats the most delicious piece of sandwich ever. Get me it real fast #GOOGLE !"
"google","positive","126492628152889344","Wed Oct 19 02:59:27 +0000 2011","iphone users i reaaly feel sorry for you after i saw ice-cream sandwich #Android today, #Google #apple #Android #iPhone"
"google","positive","126492595500236800","Wed Oct 19 02:59:19 +0000 2011","Pretty big deal from #Samsung and #Google def can't wait to get my hands on the #GalaxyNexus and #ICS"
"google","positive","126492495394775043","Wed Oct 19 02:58:55 +0000 2011","I cannot wait for a new #ICS phone!!! #Google #android"
"google","positive","126492415749128192","Wed Oct 19 02:58:36 +0000 2011","RT @eboyee: Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich"
"google","positive","126492266016673794","Wed Oct 19 02:58:00 +0000 2011","Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich"
"google","positive","126492259993657345","Wed Oct 19 02:57:59 +0000 2011","OMG the #Android 4.0 SDK is available NOW @ http://t.co/OeUrmtLX!! #Google"
"google","positive","126492242373386240","Wed Oct 19 02:57:55 +0000 2011","The new #Samsungnexus and 4.0 OS make the #iPhone4s look like an old bag phone. Nice job #Google and #Samsung."
"google","positive","126492101549621249","Wed Oct 19 02:57:21 +0000 2011","Calling all #marketing executives in #houston - sign up for #google #training - http://t.co/vo542MrZ - I can't wait to be there for the week"
"google","positive","126492040954527744","Wed Oct 19 02:57:07 +0000 2011","Android Beam - sharing contacts, articles, files, and games, pretty cool #Google #ICS"
"google","positive","126492009748889600","Wed Oct 19 02:56:59 +0000 2011","Slick beam capabilities included in Android 4.0. Touch 2 devices together and select ""Beam"" and content is transferred #Google #Android #ICS"
"google","positive","126491707247300608","Wed Oct 19 02:55:47 +0000 2011","really digging the #UI of of ""#Quick #Response"" from #Google android great for politely declining calls lol"
"google","positive","126491689396338688","Wed Oct 19 02:55:43 +0000 2011","goodbye Bump ... #Google #ICS"
"google","positive","126491556831182848","Wed Oct 19 02:55:11 +0000 2011","@WPdesignteam @joebelfiore @windowsphone - You guys just taught #Google #Android how to design a decent phone. So much Metro. Good Job guys!"
"google","positive","126491420260442112","Wed Oct 19 02:54:39 +0000 2011","People App in #ICS looks promising! As usual #Google is good at integrating different apps and make it a total new user experience!"
"google","positive","126491304036278272","Wed Oct 19 02:54:11 +0000 2011","On a positive note, advanced control of your data usage is a really great idea ;) #google #nexus"
"google","positive","126491109982613505","Wed Oct 19 02:53:25 +0000 2011","#google #icecreamsandwich totally blowing #Apple iShit away..."
"google","positive","126491084854530049","Wed Oct 19 02:53:19 +0000 2011","I love Ice Cream Sandwich :) #Android #Google #Samsung"
"google","positive","126491009558392832","Wed Oct 19 02:53:01 +0000 2011","#NerdBoner in full effect. Watching #Samsung #Google #NexusPrime #IceCreamSandwich live event!
http://t.co/Rk9kPHss"
"google","positive","126490970803027969","Wed Oct 19 02:52:52 +0000 2011","Great, live contact management, quick contact card, add people directly to.your home screen #Android4.0 #Google"
"google","positive","126490696214511616","Wed Oct 19 02:51:46 +0000 2011","#Google has done it again ..... #IceCream Sandwich"
"google","positive","126490548306579457","Wed Oct 19 02:51:11 +0000 2011","New contact app builds on a magazine style layout and aggregates contact info from multiple sources. Very slick. #Google #Android #ICS"
"google","positive","126490282878443520","Wed Oct 19 02:50:08 +0000 2011","Nexus Prime looks NICE. #google #android"
"google","positive","126490137944268800","Wed Oct 19 02:49:33 +0000 2011","New Galaxy Nexus: Video looks awesome! #nexus #samsung #google #android bit.ly/nEJbyE"
"google","positive","126489924596793345","Wed Oct 19 02:48:42 +0000 2011","Infinite Spiral Bookcase for #Google Books looks amazing, interested to see where it is headed: http://t.co/RXWD6sN8"
"google","positive","126489848004608000","Wed Oct 19 02:48:24 +0000 2011","New Galaxy Nexus: App Improvements -  Inbuilt Panoramic Pictures #nexus #samsung #google #android bit.ly/nEJbyE"
"google","positive","126489841096597504","Wed Oct 19 02:48:22 +0000 2011","With the new #Google #Android 4.0 Ice-Cream Sandwich, you can take Panorama picture right Out-of-the-Box... SWEET!"
"google","positive","126489713782685696","Wed Oct 19 02:47:52 +0000 2011","RT @RespectMaSwagg: #ThingsWeAllLove ----&gt;&gt; #Google"
"google","positive","126489671730597888","Wed Oct 19 02:47:42 +0000 2011","Camera app now has Panorama capabilities! #Google #Android #ICS"
"google","positive","126489424807735296","Wed Oct 19 02:46:43 +0000 2011","I want some of these #google toys"
"google","positive","126489397507014656","Wed Oct 19 02:46:37 +0000 2011","Good god the camera app in Icecream Sandwich is amazing.. and that camera is FAST!  #samsung #google #android #galaxyNexus"
"google","positive","126489393526616064","Wed Oct 19 02:46:36 +0000 2011","Better gallery app to be included with Android 4.0 as well. #Google #Android #ICS"
"google","positive","126489263025033216","Wed Oct 19 02:46:05 +0000 2011","#ics shutter speed is insane! Wow! Two thumbs up #google"
"google","positive","126489200567664640","Wed Oct 19 02:45:50 +0000 2011","Android 4.0 FINALLY includes photo editing tools. #Google #Android #ICS"
"google","positive","126489182263721984","Wed Oct 19 02:45:45 +0000 2011","New Galaxy Nexus: OS /Hardware Improvements -  Camera Zero Shutter Lag #nexus #samsung #google #android bit.ly/nEJbyE"
"google","positive","126489085102661632","Wed Oct 19 02:45:22 +0000 2011","Data Usage feature looks amazing and useful! #Google #GalaxyNexus"
"google","positive","126489066077302784","Wed Oct 19 02:45:18 +0000 2011","Wow, very fast camera on Galaxy Nexus - faster than N9 i think :o #google"
"google","positive","126488933772169216","Wed Oct 19 02:44:46 +0000 2011","RT @Mrgareth: ""Top Three 'playing nice' scores were #Google, #Salesforce and #Xero"" in @itnews_au ""Which #Clouds Play Nice"" report: http ..."
"google","positive","126488863374983168","Wed Oct 19 02:44:29 +0000 2011","The new camera app along with the ""zero delay"" camera on the Galaxy Nexus is very nice! #Google #Android #ICS"
"google","positive","126488589046517760","Wed Oct 19 02:43:24 +0000 2011","Unbelievable Data Usage info on Ice Cream Sandwich

#icecreamsandwich #googland #google #android #ics"
"google","positive","126488572772622336","Wed Oct 19 02:43:20 +0000 2011","Data usage in ICS.. Looks like I don't need Watchdog 3G Pro anymore.. hah! #Android #ICS #Google"
"google","positive","126488519265894400","Wed Oct 19 02:43:07 +0000 2011","This Data Usage feature looks amazing on ICS. #android #samsung #google #GALAXYNexus"
"google","positive","126488454921068544","Wed Oct 19 02:42:52 +0000 2011","Icecream Sandwich looking good so far. #android #google"
"google","positive","126488447098695680","Wed Oct 19 02:42:50 +0000 2011","@kymbersanden #google my favorite study guide"
"google","positive","126488384410619906","Wed Oct 19 02:42:35 +0000 2011","Ice cream Sandwich looks awesome #Google #ICS."
"google","positive","126488304341360640","Wed Oct 19 02:42:16 +0000 2011","New Galaxy Nexus: OS Improvements -  Data Usage tools inbuilt #nexus #samsung #google #android bit.ly/nEJbyE"
"google","positive","126488294325370880","Wed Oct 19 02:42:14 +0000 2011","#Google #Android Icecream Sandwich OS for Nexus Prime Released! [LIVE BLOG] | http://t.co/LF03ZKUz #technology #hk"
"google","positive","126488249739915264","Wed Oct 19 02:42:03 +0000 2011","what i love about #GOOGLE it always shows me that am not the only retarded person on this planet when am searching for stupid things :D"
"google","positive","126488202935664640","Wed Oct 19 02:41:52 +0000 2011","RT @SamsungMobileCA: #GALAXYNexus has arrived! #Samsung #Google"
"google","positive","126488018616987648","Wed Oct 19 02:41:08 +0000 2011","New calendar app with pinch to zoom capabilities. Far superior to the current one! #Google #Android #ICS"
"google","positive","126487844830191617","Wed Oct 19 02:40:26 +0000 2011","New Galaxy Nexus: App Improvements - Gmail  offline search of last 30 days  #nexus #samsung #google #android bit.ly/nEJbyE"
"google","positive","126487523366150144","Wed Oct 19 02:39:10 +0000 2011","I love how it syncs your #Chrome bookmarks with your phone! #icecreamsandwich #google"
"google","positive","126487508589621248","Wed Oct 19 02:39:06 +0000 2011","Thank god Gmail app has been redesigned under Android 4.0. Conversations automatically expanded. #Google #Android #ICS"
"google","positive","126487332865056768","Wed Oct 19 02:38:24 +0000 2011","Seriously!? Why do I still find the yellow pages ph book at my doorstep? These days I just #google it on my iphone."
"google","positive","126487172487462912","Wed Oct 19 02:37:46 +0000 2011","#excellent #AngryBirds #Google #Chrome #Commercial 1080p HD http://t.co/LLsLrxFM via @youtube"
"google","positive","126487153655029760","Wed Oct 19 02:37:42 +0000 2011","Watching the Android announcement from Google and Samsung. IceCream Sandwich looks really interesting. http://t.co/oeZK9iV1 #google #android"
"google","positive","126487090723700737","Wed Oct 19 02:37:27 +0000 2011","As an iPhone user, I think the Samsung Nexus Galaxy looks great. And Ice Cream Sandwich looks fantastic. http://t.co/Z9IDoNi7 #Google"
"google","positive","126487082905518081","Wed Oct 19 02:37:25 +0000 2011","WHAT!!!!!! #Google #Chrome syncs with your #Android device's bookmarks!?!?! NICE!"
"google","positive","126486849706401792","Wed Oct 19 02:36:29 +0000 2011","The Samsung Galaxy Nexus and Ice Cream Sandwich are sick! #android #icecreamsandwich #google"
"google","positive","126486332104130561","Wed Oct 19 02:34:26 +0000 2011","Inline keyboard spell check is nice #ICS with native voice dictation. #Android #Google"
"google","positive","126486322675318784","Wed Oct 19 02:34:23 +0000 2011","I can't wait to get the new #Galaxy #Nexus with #IceCreamSandwich... best yet it supports my #Google Wallet http://t.co/bqMuHxkK via @cnet"
"google","positive","126485171280166913","Wed Oct 19 02:29:49 +0000 2011","ICS on the Galaxy Nexus has very smooth and responsive screen and widget navigation. #Google #Android #ICS"
"google","positive","126484977176158208","Wed Oct 19 02:29:03 +0000 2011","New Galaxy Nexus: OS Improvements -  Built on Ice Cream Sandwich version of Android #nexus #samsung #google #android bit.ly/nEJbyE"
"google","positive","126484769285480448","Wed Oct 19 02:28:13 +0000 2011","New Galaxy Nexus: OS Improvements -  Stacks & Scrolling introduced for widgets  for richer content #samsung #google #android bit.ly/nEJbyE"
"google","positive","126484631389356032","Wed Oct 19 02:27:40 +0000 2011","Updated live wallpaper. Virtual buttons that disappear when you are in full screen mode. More awesome widgets. #Android #Google"
"google","negative","126534476875567104","Wed Oct 19 05:45:44 +0000 2011","There are too many #google services that do not work when you are a #googleapps user. #googleplus above all + profiles + #plusone"
"google","negative","126533446293127168","Wed Oct 19 05:41:39 +0000 2011","Starting to doubt #google android policy: no released android sources since 2.3.3! Curious for an opensource project to say the least..."
"google","negative","126532210210783232","Wed Oct 19 05:36:44 +0000 2011","Youtube video views are still not updating properly. #google #youtube #fail"
"google","negative","126527166195314688","Wed Oct 19 05:16:41 +0000 2011","Did #Google really just highlight a new font #Roboto as part of their #ICS announcement for #Android...?! Seriously."
"google","negative","126526648928579584","Wed Oct 19 05:14:38 +0000 2011","RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f"
"google","negative","126520550876127232","Wed Oct 19 04:50:24 +0000 2011","#google+ is really confusing.."
"google","negative","126520337289580544","Wed Oct 19 04:49:33 +0000 2011","is mulling #google+ but hmmm, just aint shore bout nuther social media profile."
"google","negative","126518920122335233","Wed Oct 19 04:43:55 +0000 2011","ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman"
"google","negative","126517970179600385","Wed Oct 19 04:40:09 +0000 2011","Gonna dump one of my gmail accounts. not only do I get tons of spam I get tons of false positives. Not cool. #Google"
"google","negative","126517608697708545","Wed Oct 19 04:38:43 +0000 2011","The awkward moment when google #chrome take a hell of a lot time to load #googleplus #google"
"google","negative","126516572343910400","Wed Oct 19 04:34:36 +0000 2011","#Google #Cloud Service Blackouts Threaten Cloud Users: During a 30-day period in August and September, for ... http://t.co/G0ElVRVJ #TCN"
"google","negative","126516408317251585","Wed Oct 19 04:33:56 +0000 2011","Why Google+ Has Uphill Battle Vs. Facebook: Sean Parker http://t.co/L8RSX1Yf #google"
"google","negative","126515822750478337","Wed Oct 19 04:31:37 +0000 2011","RT @LCmediaHouse: 4chan's Chris Poole: #Facebook & #Google Are Doing It Wrong http://t.co/ZIxfa91N | via @RWW #socialmedia"
"google","negative","126515697181409280","Wed Oct 19 04:31:07 +0000 2011","Lecture Notes in Financial Economics pdf ebook:  http://t.co/7gJQvEwN #google"
"google","negative","126514511862706176","Wed Oct 19 04:26:24 +0000 2011","I hate tron theme #Google #ICS"
"google","negative","126507644742672384","Wed Oct 19 03:59:07 +0000 2011","Now, really #google how hypocritical is this? http://t.co/6nHuYFeh #analytics"
"google","negative","126506609823334400","Wed Oct 19 03:55:00 +0000 2011","Codename or not, awesome or not, I have a hard time taking ANYTHING called 'Ice Cream Sandwich' seriously. #google #android #sticky #melts"
"google","negative","126505594290057216","Wed Oct 19 03:50:58 +0000 2011","RT @IAmDkT: The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google"
"google","negative","126503098071007232","Wed Oct 19 03:41:03 +0000 2011","#Google introduce new Android tablet called 'Ice Cream Sandwich'? I'm a #Singaporean, and I'm (very) confused."
"google","negative","126502732369629184","Wed Oct 19 03:39:36 +0000 2011","#ICS introduces Facial recognition to unlock phone, however - the demo didn't go as planned.http://engt.co/q2KeC7 #Google Goof up! #Android"
"google","negative","126502274204831744","Wed Oct 19 03:37:47 +0000 2011","Ice cream sandwich, really #google?"
"google","negative","126501869920075776","Wed Oct 19 03:36:10 +0000 2011","@kursed #Google is terrible at presentations. Hated the terrible camera interference from the huge screen behind the speakers. #headache"
